segmento,t_inicio,t_fin,a_x,b_x,c_x,d_x,a_y,b_y,c_y,d_y
754,0.31361933,0.31403582,-16970724.74256568,4042.48968352,174.70574545,13.74664922,149259097.79958719,-84568.18620672,-123.61962509,12.87682478
755,0.31403582,0.31445231,39999370.71902917,-17162.08100689,169.24152582,13.81888811,-179730937.66998619,101927.97930712,-116.38939056,12.82145192
756,0.31445231,0.31486880,-30232927.06869117,32816.30806312,175.76140381,13.88928885,166811117.93239903,-122642.12190487,-125.01668860,12.77767250
757,0.31486880,0.31528530,6301832.79103987,-4959.11101480,187.36373495,13.96600055,-135156960.31697753,85784.93090530,-140.36745537,12.71638131
758,0.31528530,0.31570179,-3455143.27308112,2914.89913644,186.51233475,14.04363131,131431309.55071539,-83090.90455948,-139.24541191,12.66303527
759,0.31570179,0.31611828,-961998.87681167,-1402.23115063,187.14235057,14.12156842,-125739770.23189853,81129.80708238,-140.06219553,12.60012262
760,0.31611828,0.31653478,-1177600.39731024,-2604.22891424,185.47368748,14.19919918,129142357.59203322,-75979.44351975,-137.91710450,12.54677659
761,0.31653478,0.31695127,-2808338.71177715,-4075.61633279,182.69157784,14.27591087,-126001152.48259503,85381.26983973,-134.00130845,12.48548540
762,0.31695127,0.31736776,3930216.06682145,-7584.57765529,177.83518718,14.35109078,132476838.55366465,-72054.57249588,-128.45083059,12.43538228
763,0.31736776,0.31778426,-21393264.73370224,-2673.85370675,173.56262101,14.42412619,-139077694.07820028,93472.50608011,-119.53040844,12.37895548
764,0.31778426,0.31820075,7012338.10362749,-29404.29693919,160.20229171,14.49440440,181448523.97429991,-80302.20538787,-114.04506871,12.33533820
765,0.31820075,0.31861724,39987977.79702854,-20642.52504795,139.35813429,14.55653351,-234359828.07639217,146413.98450090,-86.50996704,12.28701869
766,0.31861724,0.31903374,954386.42880371,29321.62880090,142.97292135,14.61388347,181447585.28607246,-146413.78902230,-86.50988562,12.25945387
767,0.31903374,0.31945023,-5642197.21235353,30514.11496767,167.89409743,14.67858598,-139073939.32516307,80301.22799484,-114.04531295,12.21113436
768,0.31945023,0.31986672,-3827815.11269881,23464.30587269,190.37573877,14.75339826,132462758.22984865,-93468.79198663,-119.52951287,12.16751709
769,0.31986672,0.32028322,-4488759.87009899,18681.52980517,207.92918970,14.83648217,-125948585.94064578,72040.69351507,-128.45416862,12.11109028
770,0.32028322,0.32069971,-3659362.94058193,13072.91688960,221.15469852,14.92599956,128946171.74809678,-85329.46801009,-133.98885188,12.06098717
771,0.32069971,0.32111620,-6316005.90080696,8500.61833827,230.13992769,15.02011231,-125007593.39817493,75786.11518204,-137.96359275,11.99969598
772,0.32111620,0.32153269,3481169.01029190,608.89917857,233.93397913,15.11698227,128698788.05991304,-80408.29556121,-139.88869911,11.94634994
773,0.32153269,0.32194919,-33050887.67341118,4958.54808773,236.25278266,15.21477129,-124959051.18791828,80398.18681270,-139.89290934,11.88343729
774,0.32194919,0.32236568,37130398.56259172,-36337.85466955,223.18351711,15.31164124,128752002.90711096,-75735.57143958,-137.95096208,11.83009126
775,0.32236568,0.32278217,-19638353.86753858,10055.81283890,212.23722730,15.40097483,-125220452.78689523,85137.40178880,-134.03516435,11.76880007
776,0.32278217,0.32319867,7500060.19633815,-14481.90544624,210.39379015,15.48969570,129744394.45570670,-71322.97237225,-128.28154943,11.71869695
777,0.32319867,0.32361516,-44284843.62895262,-5110.73485523,202.23359011,15.57535300,-128928617.38230284,90789.97363655,-120.17367718,11.66227015
778,0.32361516,0.32403165,69566592.02123028,-60443.73397512,174.93060434,15.65549588,143584661.28884152,-70303.67573741,-111.64127489,11.61865287
779,0.32403165,0.32444815,-16874601.50426660,26478.28854204,160.78422973,15.72289433,-180581520.11956427,109102.39834278,-95.48187356,11.57033336
780,0.32444815,0.32486464,27614401.11825758,5393.82185616,174.05874468,15.79323381,164666337.30733368,-116530.48810399,-98.57562190,11.53644485
781,0.32486464,0.32528113,-55419676.66858164,39897.44674361,192.92224680,15.86865880,-136948802.30183208,89216.70553283,-109.95162463,11.48707139
782,0.32528113,0.32569763,44803296.02648167,-29348.29669901,197.31589530,15.95192652,129521911.18092363,-81897.99955066,-106.90343389,11.44685918
783,0.32569763,0.32611412,-19480415.55032755,26632.49800297,196.18478381,16.03225322,-127531881.70281965,79936.95819311,-107.72019413,11.39748572
784,0.32611412,0.32653061,7676148.64150792,2292.12038907,208.23168860,16.11717527,126998654.91122648,-79411.49874503,-107.50134389,11.35727351
785,0.32653061,0.32694711,-36666396.54896469,11883.30986200,214.13565788,16.20485453,-126855777.22304142,79270.70231024,-107.55998463,11.30790006
786,0.32694711,0.32736360,47397454.43369310,-33930.59669647,204.95311443,16.29345285,126817493.26187536,-79232.97601924,-107.54427189,11.26768785
787,0.32736360,0.32778009,-57091068.47638270,25291.54545309,201.35500895,16.37635295,-126807235.10541552,79222.86729006,-107.54848211,11.21831439
788,0.32778009,0.32819658,80894097.17372313,-46042.56759529,192.71235083,16.46047847,126804486.44065860,-79220.15866423,-107.54735398,11.17810218
789,0.32819658,0.32861308,-49378397.26664969,55032.93907742,196.45677877,16.53859940,-126803749.93817435,79219.43289011,-107.54765626,11.12872872
790,0.32861308,0.32902957,16546769.59445382,-6664.35030197,216.60196360,16.62640120,126803552.59294984,-79219.23841954,-107.54757527,11.08851652
791,0.32902957,0.32944606,-50731637.82219154,14010.49717131,219.66158329,16.71665385,-126803499.71448180,79219.18631135,-107.54759697,11.03914306
792,0.32944606,0.32986256,86307059.39629607,-49377.63838328,204.93141202,16.80690650,126803485.54570207,-79219.17234899,-107.54759116,10.99893085
793,0.32986256,0.33027905,-77389676.81113255,58461.25299069,208.71467508,16.88992914,-126803481.74918270,79219.16860775,-107.54759271,10.94955739
794,0.33027905,0.33069554,57029159.96284351,-38235.55268752,217.13854026,16.98140722,126803480.73191543,-79219.16760529,-107.54759230,10.90934518
795,0.33069554,0.33111204,-63375349.50857784,33021.20694952,214.96680110,17.06933156,-126803480.45935974,79219.16733671,-107.54759241,10.85997173
